,重点符号,序号,英文原型,词性,中文释义,音标
0,,,bracket,,,[ˈbrækɪt]
0,,,rocket,,,[ˈrɒkɪt]
0,,,stocking,,,[ˈstɒkɪŋ]
0,,,sock,,,[sɒk]
0,,,shock,,,[ʃɒk]
0,,,shocked,,,[ʃɒkt]
0,,,track,,,[træk]
0,,,backpack,,,[ˈbækpæk]
0,,,blank,,,[blæŋk]
0,,,pack,,,[pæk]
0,,,blink,,,[blɪŋk]
0,,,paddle,,,[ˈpædl]
0,,,artist,,,[ˈɑːtɪst]
0,,,chart,,,[tʃɑːt]
0,,,carrot,,,[ˈkærət]
0,,,carve,,,[kɑːv]
0,,,careless,,,[ˈkeələs]
0,,,watchtower,,,[ˈwɒtʃtaʊə(r)]
0,,,math,,,[mæθ]
0,,,power,,,[ˈpaʊə(r)]
0,,,dive,,,[daɪv]
0,,,diver,,,[ˈdaɪvə(r)]
0,,,thick fog,,,[θɪk fɒɡ]
0,,,think about,,,[θɪŋk əˈbaʊt]
0,,,think of,,,[θɪŋk ɒv]
0,,,old,,,[əʊld]
0,,,bold,,,[bəʊld]
0,,,golf,,,[ɡɒlf]
0,,,ending,,,[ˈendɪŋ]
0,,,unfriendly,,,[ʌnˈfrendli]
0,,,shopping,,,[ˈʃɒpɪŋ]
0,,,shot,,,[ʃɒt]
0,,,showery,,,[ˈʃaʊəri]
0,,,shoot,,,[ʃuːt]
0,,,boating,,,[ˈbəʊtɪŋ]
0,,,goal,,,[ɡəʊl]
0,,,cafe,,,[ˈkæfeɪ]
0,,,bake,,,[beɪk]
0,,,ballet,,,[ˈbæleɪ]
0,,,shall,,,"[ʃæl , ʃəl]"
0,,,call,,,[kɔːl]
0,,,all,,,[ɔːl]
0,,,swallow,,,[ˈswɒləʊ]
0,,,wallet,,,[ˈwɒlɪt]
0,,,port,,,[pɔːt]
0,,,transport,,,"[ˈtrænspɔːt , trænˈspɔːt]"
0,,,transportation,,,[ˌtrænspɔːˈteɪʃn]
0,,,rate,,,[reɪt]
0,,,lately,,,[ˈleɪtli]
0,,,latest,,,[ˈleɪtɪst]
0,,,water polo,,,[ˈwɔːtə pəʊləʊ]
0,,,waterfall,,,[ˈwɔːtəfɔːl]
0,,,politely,,,[pə'laɪtli]
0,,,sickly,,,[ˈsɪkli]
0,,,tick,,,[tɪk]
0,,,chopstick,,,[ˈtʃɒpstɪk]
0,,,online,,,[ˌɒnˈlaɪn]
0,,,mine,,,[maɪn]
0,,,living,,,[ˈlɪvɪŋ]
0,,,whenever,,,[wenˈevə(r)]
0,,,hey,,,[heɪ]
0,,,they,,,[ðeɪ]
0,,,them,,,[ðəm]
0,,,themselves,,,[ðəmˈselvz]
0,,,theme,,,[θiːm]
0,,,iceberg,,,[ˈaɪsbɜːɡ]
0,,,icon,,,[ˈaɪkɒn]
0,,,could,,,"[kʊd , kəd]"
0,,,workplace,,,[ˈwɜːkpleɪs]
0,,,should,,,"[ʃʊd , ʃəd]"
0,,,workshop,,,[ˈwɜːkʃɒp]
0,,,tourist,,,[ˈtʊərɪst]
0,,,tourism,,,[ˈtʊərɪzəm]
0,,,label,,,[ˈleɪbl]
0,,,pour,,,[pɔː(r)]
0,,,ours,,,[ɑːz]
0,,,ourselves,,,[ɑːˈselvz]
0,,,sightseeing,,,[ˈsaɪtsiːɪŋ]
0,,,midnight,,,[ˈmɪdnaɪt]
0,,,nightmare,,,[ˈnaɪtmeə(r)]
0,,,tight,,,[taɪt]
0,,,aeroplane,,,[ˈeərəpleɪn]
0,,,plane,,,[pleɪn]
0,,,delay,,,[dɪˈleɪ]
0,,,relation,,,[rɪˈleɪʃn]
0,,,relative,,,[ˈrelətɪv]
0,,,relay,,,[ˈriːleɪ]
0,,,galaxy,,,[ˈɡæləksi]
0,,,relaxing,,,[rɪˈlæksɪŋ]
0,,,bookshop,,,[ˈbʊkʃɒp]
0,,,bookmark,,,[ˈbʊkmɑːk]
0,,,bush,,,[bʊʃ]
0,,,boot,,,[buːt]
0,,,guidebook,,,[ˈɡaɪdbʊk]
0,,,guide,,,[ɡaɪd]
0,,,partner,,,[ˈpɑːtnə(r)]
0,,,apart,,,[əˈpɑːt]
0,,,depart,,,[dɪˈpɑːt]
0,,,department,,,[dɪˈpɑːtmənt]
0,,,shark,,,[ʃɑːk]
0,,,shook,,,[ʃʊk]
0,,,sharpener,,,[ˈʃɑːpnə(r)]
0,,,motorbike,,,[ˈməʊtəbaɪk]
0,,,bike,,,[baɪk]
0,,,dislike,,,[dɪsˈlaɪk]
0,,,alike,,,[əˈlaɪk]
0,,,unlike,,,[ˌʌnˈlaɪk]
0,,,mainland,,,[ˈmeɪnlænd]
0,,,mailbox,,,[ˈmeɪlbɒks]
0,,,mainly,,,[ˈmeɪnli]
0,,,painful,,,[ˈpeɪnfl]
0,,,painting,,,[ˈpeɪntɪŋ]
0,,,painter,,,[ˈpeɪntə(r)]
0,,,angel,,,[ˈeɪndʒl]
0,,,skip,,,[skɪp]
0,,,ski,,,[skiː]
0,,,skin,,,[skɪn]
0,,,shore,,,[ʃɔː(r)]
0,,,smelly,,,[ˈsmeli]
0,,,seller,,,[ˈselə(r)]
0,,,spelling,,,[ˈspelɪŋ]
0,,,teenager,,,[ˈtiːneɪdʒə(r)]
0,,,teenage,,,[ˈtiːneɪdʒ]
0,,,villager,,,[ˈvɪlɪdʒə(r)]
0,,,washroom,,,[ˈwɒʃruːm]
0,,,Washington,,,[ˈwɒʃɪŋtən]
0,,,cash,,,[kæʃ]
0,,,crash,,,[kræʃ]
0,,,broom,,,[bruːm]
0,,,stare,,,[steə(r)]
0,,,statement,,,[ˈsteɪtmənt]
0,,,stage,,,[steɪdʒ]
0,,,stay,,,[steɪ]
0,,,wildlife,,,[ˈwaɪldlaɪf]
0,,,lifetime,,,[ˈlaɪftaɪm]
0,,,sink,,,[sɪŋk]
0,,,cleaner,,,[ˈkliːnə(r)]
0,,,earlier,,,[ˈɜːlɪə]
0,,,clearly,,,[ˈklɪəli]
0,,,earthquake,,,[ˈɜːθkweɪk]
0,,,severely,,,[sɪ'vɪə(r)li]
0,,,everybody,,,[ˈevribɒdi]
0,,,everything,,,[ˈevriθɪŋ]
0,,,everywhere,,,[ˈevriweə(r)]
0,,,govern,,,[ˈɡʌvn]
0,,,poverty,,,[ˈpɒvəti]
0,,,novel,,,[ˈnɒvl]
0,,,moving,,,[ˈmuːvɪŋ]
0,,,move,,,[muːv]
0,,,globe,,,[ɡləʊb]
0,,,memorial,,,[məˈmɔːriəl]
0,,,loudly,,,[ˈlaʊdli]
0,,,aloud,,,[əˈlaʊd]
0,,,loudspeaker,,,[ˌlaʊdˈspiːkə(r)]
0,,,following,,,[ˈfɒləʊɪŋ]
0,,,bow,,,"[baʊ , bəʊ]"
0,,,crowded,,,[ˈkraʊdɪd]
0,,,thrown,,,[θrəʊn]
0,,,crop,,,[krɒp]
0,,,row,,,"[rəʊ , raʊ]"
0,,,narrow,,,[ˈnærəʊ]
0,,,arrow,,,[ˈærəʊ]
0,,,sparrow,,,[ˈspærəʊ]
0,,,cookie,,,[ˈkʊki]
0,,,modem,,,[ˈməʊdem]
0,,,smoker,,,[ˈsməʊkə(r)]
0,,,smog,,,[smɒɡ]
0,,,broke,,,[brəʊk]
0,,,broken,,,[ˈbrəʊkən]
0,,,sob,,,[sɒb]
0,,,rob,,,[rɒb]
0,,,robbery,,,[ˈrɒbəri]
0,,,robber,,,[ˈrɒbə(r)]
0,,,complain,,,[kəmˈpleɪn]
0,,,compete,,,[kəmˈpiːt]
0,,,explore,,,[ɪkˈsplɔː(r)]
0,,,explorer,,,[ɪkˈsplɔːrə(r)]
0,,,rub,,,[rʌb]
0,,,rude,,,[ruːd]
0,,,cheater,,,[ˈtʃiːtə]
0,,,chef,,,[ʃef]
0,,,unless,,,[ənˈles]
0,,,paw,,,[pɔː]
0,,,awful,,,[ˈɔːfl]
0,,,which,,,[wɪtʃ]
0,,,whisper,,,[ˈwɪspə(r)]
0,,,bite,,,[baɪt]
0,,,orbit,,,[ˈɔːbɪt]
0,,,invitation,,,[ˌɪnvɪˈteɪʃn]
0,,,underneath,,,[ˌʌndəˈniːθ]
0,,,undersea,,,没找到音标
0,,,ladder,,,[ˈlædə(r)]
0,,,self,,,[self]
0,,,myself,,,[maɪˈself]
0,,,she,,,[ʃi]
0,,,shell,,,[ʃel]
0,,,selfish,,,[ˈselfɪʃ]
0,,,shellfish,,,[ˈʃelfɪʃ]
0,,,itself,,,[ɪtˈself]
0,,,its,,,[ɪts]
0,,,it,,,[ɪt]
0,,,Italian,,,[ɪˈtæliən]
0,,,comparative,,,[kəmˈpærətɪv]
0,,,are,,,"[ɑː(r) , eə(r)]"
0,,,dare,,,[deə(r)]
0,,,comparison,,,[kəmˈpærɪsn]
0,,,trade,,,[treɪd]
0,,,tradition,,,[trəˈdɪʃn]
0,,,conductor,,,[kənˈdʌktə(r)]
0,,,panic,,,[ˈpænɪk]
0,,,pan,,,"[pæn , pɑːn]"
0,,,chin,,,[tʃɪn]
0,,,writing,,,[ˈraɪtɪŋ]
0,,,wrist,,,[rɪst]
0,,,rewrite,,,"[ˈriːraɪt , ˌriːˈraɪt]"
0,,,risky,,,[ˈrɪski]
0,,,corn,,,[kɔːn]
0,,,worst,,,[wɜːst]
0,,,worm,,,[wɜːm]
0,,,worse,,,[wɜːs]
0,,,warmth,,,[wɔːmθ]
0,,,worn,,,[wɔːn]
0,,,waitress,,,[ˈweɪtrəs]
0,,,waist,,,[weɪst]
0,,,waiting,,,[ˈweɪtɪŋ]
0,,,anyway,,,[ˈeniweɪ]
0,,,anything,,,[ˈeniθɪŋ]
0,,,anybody,,,[ˈenibɒdi]
0,,,anyone,,,[ˈeniwʌn]
0,,,anytime,,,[ˈɛniˌtaɪm]
0,,,opposite,,,[ˈɒpəzɪt]
0,,,sit,,,[sɪt]
0,,,sixty,,,[ˈsɪksti]
0,,,sixth,,,[sɪksθ]
0,,,sixteen,,,[ˌsɪksˈtiːn]
0,,,six,,,[sɪks]
0,,,fifth,,,[fɪfθ]
0,,,twelve,,,[twelv]
0,,,twelfth,,,[twelfθ]
0,,,badly,,,[ˈbædli]
0,,,badminton,,,[ˈbædmɪntən]
0,,,bet,,,[bet]
0,,,beg,,,[beɡ]
0,,,beginning,,,[bɪˈɡɪnɪŋ]
0,,,thirteen,,,[ˌθɜːˈtiːn]
0,,,thirty,,,[ˈθɜːti]
0,,,naughty,,,[ˈnɔːti]
0,,,lunchtime,,,[ˈlʌntʃtaɪm]
0,,,launch,,,[lɔːntʃ]
0,,,tough,,,[tʌf]
0,,,sadly,,,[ˈsædli]
0,,,parliament,,,[ˈpɑːləmənt]
0,,,beyond,,,[bɪˈjɒnd]
0,,,obey,,,[əˈbeɪ]
0,,,secondhand,,,['sekənd'hænd]
0,,,recognize,,,[ˈrekəɡnaɪz]
0,,,backyard,,,[ˌbækˈjɑːd]
0,,,necklace,,,[ˈnekləs]
0,,,deserve,,,[dɪˈzɜːv]
0,,,desert,,,"[ˈdezət , dɪˈzɜːt]"
0,,,reserve,,,[rɪˈzɜːv]
0,,,properly,,,[ˈprɒpəli]
0,,,chips,,,[tʃɪps]
0,,,challenge,,,[ˈtʃælɪndʒ]
0,,,chill,,,[tʃɪl]
0,,,prefer,,,[prɪˈfɜː(r)]
0,,,predict,,,[prɪˈdɪkt]
0,,,strike,,,[straɪk]
0,,,librarian,,,[laɪˈbreəriən]
0,,,vocabulary,,,[vəˈkæbjələri]
0,,,blues,,,[bluːz]
0,,,junior,,,[ˈdʒuːniə(r)]
0,,,senior,,,[ˈsiːniə(r)]
0,,,daytime,,,[ˈdeɪtaɪm]
0,,,midday,,,[ˌmɪdˈdeɪ]
0,,,intonation,,,[ˌɪntəˈneɪʃn]
0,,,into,,,[ˈɪntu]
0,,,nation,,,[ˈneɪʃn]
0,,,onion,,,[ˈʌnjən]
0,,,onto,,,[ˈɒntə]
0,,,unpopular,,,[ʌnˈpɒpjələ(r)]
0,,,punctuation,,,[ˌpʌŋktʃuˈeɪʃn]
0,,,cabin,,,[ˈkæbɪn]
0,,,cable,,,[ˈkeɪbl]
0,,,unable,,,[ʌnˈeɪbl]
0,,,believable,,,[bɪˈliːvəbl]
0,,,belief,,,[bɪˈliːf]
0,,,thief,,,[θiːf]
0,,,comfort,,,[ˈkʌmfət]
0,,,uncomfortable,,,[ʌnˈkʌmftəbl]
0,,,unforgettable,,,[ˌʌnfəˈɡetəbl]
0,,,suitable,,,[ˈsuːtəbl]
0,,,suit,,,[suːt]
0,,,terrific,,,[təˈrɪfɪk]
0,,,terrorist,,,[ˈterərɪst]
0,,,design,,,[dɪˈzaɪn]
0,,,destination,,,[ˌdestɪˈneɪʃn]
0,,,destroy,,,[dɪˈstrɔɪ]
0,,,description,,,[dɪˈskrɪpʃn]
0,,,inject,,,[ɪnˈdʒekt]
0,,,project,,,"[ˈprɒdʒekt , prəˈdʒekt]"
0,,,injection,,,[ɪnˈdʒekʃn]
0,,,protection,,,[prəˈtekʃn]
0,,,adjective,,,[ˈædʒɪktɪv]
0,,,tailor,,,[ˈteɪlə(r)]
0,,,sailor,,,[ˈseɪlə(r)]
0,,,sailing,,,[ˈseɪlɪŋ]
0,,,jumper,,,[ˈdʒʌmpə(r)]
0,,,pumpkin,,,[ˈpʌmpkɪn]
0,,,porridge,,,[ˈpɒrɪdʒ]
0,,,hedge,,,[hedʒ]
0,,,judge,,,[dʒʌdʒ]
0,,,inspect,,,[ɪnˈspekt]
0,,,inspector,,,[ɪnˈspektə(r)]
0,,,insect,,,[ˈɪnsekt]
0,,,experience,,,[ɪkˈspɪəriəns]
0,,,expert,,,[ˈekspɜːt]
0,,,rim,,,[rɪm]
0,,,himself,,,[hɪmˈself]
0,,,him,,,[hɪm]
0,,,swimsuit,,,[ˈswɪmsuːt]
0,,,collapse,,,[kəˈlæps]
0,,,collection,,,[kəˈlekʃn]
0,,,pea,,,[piː]
0,,,per,,,[pə(r)]
0,,,disappear,,,[ˌdɪsəˈpɪə(r)]
0,,,disappearance,,,[ˌdɪsəˈpɪərəns]
0,,,nearby,,,[ˌnɪəˈbaɪ]
0,,,penfriend,,,[ˈpenfrend]
0,,,penguin,,,[ˈpeŋɡwɪn]
0,,,unhappy,,,[ʌnˈhæpi]
0,,,opera,,,[ˈɒprə]
0,,,happily,,,[ˈhæpɪli]
0,,,operate,,,[ˈɒpəreɪt]
0,,,pole,,,[pəʊl]
0,,,roller,,,[ˈrəʊlə(r)]
0,,,decoration,,,[ˌdekəˈreɪʃn]
0,,,frustrated,,,[frʌˈstreɪtɪd]
0,,,grateful,,,[ˈɡreɪtfl]
0,,,decorate,,,[ˈdekəreɪt]
0,,,frustrate,,,[frʌˈstreɪt]
0,,,grate,,,[ɡreɪt]
0,,,centigrade,,,[ˈsentɪɡreɪd]
0,,,grace,,,[ɡreɪs]
0,,,celebration,,,[ˌselɪˈbreɪʃn]
0,,,rare,,,[reə(r)]
0,,,bare,,,[beə(r)]
0,,,software,,,[ˈsɒftweə(r)]
0,,,scary,,,[ˈskeəri]
0,,,scare,,,[skeə(r)]
0,,,softball,,,[ˈsɒftbɔːl]
0,,,drugstore,,,[ˈdrʌɡstɔː(r)]
0,,,somebody,,,[ˈsʌmbədi]
0,,,something,,,[ˈsʌmθɪŋ]
0,,,someone,,,[ˈsʌmwʌn]
0,,,sometime,,,[ˈsʌmtaɪm]
0,,,came,,,[keɪm]
0,,,sample,,,[ˈsɑːmpl]
0,,,same,,,[seɪm]
0,,,information,,,[ˌɪnfəˈmeɪʃn]
0,,,platform,,,[ˈplætfɔːm]
0,,,inform,,,[ɪnˈfɔːm]
0,,,performance,,,[pəˈfɔːməns]
0,,,perform,,,[pəˈfɔːm]
0,,,seventy,,,[ˈsevnti]
0,,,eleven,,,[ɪˈlevn]
0,,,seven,,,[ˈsevn]
0,,,seventh,,,[ˈsevnθ]
0,,,event,,,[ɪˈvent]
0,,,interested,,,[ˈɪntrəstɪd]
0,,,internet,,,[ˈɪntənet]
0,,,revision,,,[rɪˈvɪʒn]
0,,,revise,,,[rɪˈvaɪz]
0,,,view,,,[vjuː]
0,,,sunrise,,,[ˈsʌnraɪz]
0,,,surprised,,,[səˈpraɪzd]
0,,,surprising,,,[səˈpraɪzɪŋ]
0,,,practical,,,[ˈpræktɪkl]
0,,,contract,,,"[ˈkɒntrækt , kənˈtrækt]"
0,,,contribute,,,[kənˈtrɪbjuːt]
0,,,confidence,,,[ˈkɒnfɪdəns]
0,,,audience,,,[ˈɔːdiəns]
0,,,confident,,,[ˈkɒnfɪdənt]
0,,,silently,,,[ˈsaɪləntli]
0,,,crossing,,,[ˈkrɒsɪŋ]
0,,,across,,,[əˈkrɒs]
0,,,toss,,,[tɒs]
0,,,fossil,,,[ˈfɒsl]
0,,,permit,,,"[pəˈmɪt , ˈpɜːmɪt]"
0,,,permission,,,[pəˈmɪʃn]
0,,,document,,,"[ˈdɒkjumənt , ˈdɒkjument]"
0,,,commission,,,[kəˈmɪʃn]
0,,,committee,,,[kəˈmɪti]
0,,,crag,,,[kræɡ]
0,,,dragon,,,[ˈdræɡən]
0,,,trap,,,[træp]
0,,,wrap,,,[ræp]
0,,,spoil,,,[spɔɪl]
0,,,solution,,,[səˈluːʃn]
0,,,soil,,,[sɔɪl]
0,,,solo,,,[ˈsəʊləʊ]
0,,,solve,,,[sɒlv]
0,,,solar,,,[ˈsəʊlə(r)]
0,,,polar,,,[ˈpəʊlə(r)]
0,,,digital,,,[ˈdɪdʒɪtl]
0,,,electricity,,,[ɪˌlekˈtrɪsəti]
0,,,electronic,,,[ɪˌlekˈtrɒnɪk]
0,,,spit,,,[spɪt]
0,,,topic,,,[ˈtɒpɪk]
0,,,comb,,,[kəʊm]
0,,,tomb,,,[tuːm]
0,,,nobody,,,[ˈnəʊbədi]
0,,,nothing,,,[ˈnʌθɪŋ]
0,,,nor,,,[nɔː(r)]
0,,,enjoyment,,,[ɪnˈdʒɔɪmənt]
0,,,enjoyable,,,[ɪnˈdʒɔɪəbl]
0,,,energetic,,,[ˌenəˈdʒetɪk]
0,,,emperor,,,[ˈempərə(r)]
0,,,employment,,,[ɪmˈplɔɪmənt]
0,,,employ,,,[ɪmˈplɔɪ]
0,,,employee,,,[ɪmˈplɔɪiː]
0,,,employer,,,[ɪmˈplɔɪə(r)]
0,,,forwards,,,[ˈfɔːwədz]
0,,,toward,,,[tə'wɔː(r)d]
0,,,forward,,,[ˈfɔːwəd]
0,,,forgettable,,,[fəˈɡetəbl]
0,,,fog,,,[fɒɡ]
0,,,foggy,,,[ˈfɒɡi]
0,,,fax,,,[fæks]
0,,,foxy,,,[ˈfɒksi]
0,,,musician,,,[mjuˈzɪʃn]
0,,,dustbin,,,[ˈdʌstbɪn]
0,,,dust,,,[dʌst]
0,,,cultural,,,[ˈkʌltʃərəl]
0,,,nature,,,[ˈneɪtʃə(r)]
0,,,adventure,,,[ədˈventʃə(r)]
0,,,paid,,,[peɪd]
0,,,unpaid,,,[ˌʌnˈpeɪd]
0,,,recording,,,[rɪˈkɔːdɪŋ]
0,,,according,,,[əˈkɔːdɪŋ]
0,,,ordinary,,,[ˈɔːdnri]
0,,,grandmother,,,[ˈɡrænmʌðə(r)]
0,,,grab,,,[ɡræb]
0,,,organize,,,[ˈɔːɡənaɪz]
0,,,organ,,,[ˈɔːɡən]
0,,,organization,,,[ˌɔːɡənaɪˈzeɪʃn]
0,,,laptop,,,[ˈlæptɒp]
0,,,lap,,,[læp]
0,,,slap,,,[slæp]
0,,,rap,,,[ræp]
0,,,survey,,,"[ˈsɜːveɪ , səˈveɪ]"
0,,,leisure,,,[ˈleʒə(r)]
0,,,unsure,,,[ˌʌnˈʃʊə(r)]
0,,,vet,,,[vet]
0,,,Brussels,,,[ˈbrʌsəlz]
0,,,nut,,,[nʌt]
0,,,pub,,,[pʌb]
0,,,cub,,,[kʌb]
0,,,scuba,,,[ˈskuːbə]
0,,,climate,,,[ˈklaɪmət]
0,,,extent,,,[ɪkˈstent]
0,,,ten,,,[ten]
0,,,tent,,,[tent]
0,,,exciting,,,[ɪkˈsaɪtɪŋ]
0,,,exit,,,[ˈeksɪt]
0,,,excite,,,[ɪkˈsaɪt]
0,,,excited,,,[ɪkˈsaɪtɪd]
0,,,was,,,[wəz]
0,,,wag,,,[wæɡ]
0,,,pavement,,,[ˈpeɪvmənt]
0,,,avenue,,,[ˈævənjuː]
0,,,thriller,,,[ˈθrɪlə(r)]
0,,,brilliant,,,[ˈbrɪliənt]
0,,,meter,,,[ˈmiːtə(r)]
0,,,kilometer,,,[ˈkɪləʊˌmiːtə]
0,,,sunshine,,,[ˈsʌnʃaɪn]
0,,,sunset,,,[ˈsʌnset]
0,,,temple,,,[ˈtempl]
0,,,simply,,,[ˈsɪmpli]
0,,,safely,,,[ˈseɪfli]
0,,,salesgirl,,,[ˈseɪlzɡɜːl]
0,,,safety,,,[ˈseɪfti]
0,,,salty,,,[ˈsɔːlti]
0,,,waltz,,,[wɔːls]
0,,,his,,,[hɪz]
0,,,button,,,[ˈbʌtn]
0,,,battery,,,[ˈbætri]
0,,,better,,,[ˈbetə(r)]
0,,,matter,,,[ˈmætə(r)]
0,,,businessman,,,[ˈbɪznəsmæn]
0,,,minibus,,,[ˈmɪnibʌs]
0,,,guy,,,[ɡaɪ]
0,,,luckily,,,[ˈlʌkɪli]
0,,,trumpet,,,[ˈtrʌmpɪt]
0,,,truly,,,[ˈtruːli]
0,,,adverb,,,[ˈædvɜːb]
0,,,verb,,,[vɜːb]
0,,,proverb,,,[ˈprɒvɜːb]
0,,,grove,,,[ɡrəʊv]
0,,,bang,,,[bæŋ]
0,,,thanksgiving,,,[ˌθæŋksˈɡɪvɪŋ]
0,,,thanks,,,[θæŋks]
0,,,that,,,"[ðæt , ðət]"
0,,,thankful,,,[ˈθæŋkfl]
0,,,seem,,,[siːm]
0,,,seek,,,[siːk]
0,,,weekly,,,[ˈwiːkli]
0,,,weekend,,,[ˌwiːkˈend]
0,,,surfing,,,[ˈsɜːfɪŋ]
0,,,spade,,,[speɪd]
0,,,surf,,,[sɜːf]
0,,,surfer,,,[ˈsɜːfə(r)]
0,,,spacecraft,,,[ˈspeɪskrɑːft]
0,,,ghost,,,[ɡəʊst]
0,,,pot,,,[pɒt]
0,,,postal,,,[ˈpəʊstl]
0,,,costume,,,[ˈkɒstjuːm]
0,,,poster,,,[ˈpəʊstə(r)]
0,,,chain,,,[tʃeɪn]
0,,,haircut,,,[ˈheəkʌt]
0,,,fell,,,[fel]
0,,,lamp,,,[læmp]
0,,,ninth,,,[naɪnθ]
0,,,nineteen,,,[ˌnaɪnˈtiːn]
0,,,nine,,,[naɪn]
0,,,ninety,,,[ˈnaɪnti]
0,,,define,,,[dɪˈfaɪn]
0,,,daisy,,,[ˈdeɪzi]
0,,,whose,,,[huːz]
0,,,dull,,,[dʌl]
0,,,poll,,,[pəʊl]
0,,,pollute,,,[pəˈluːt]
0,,,fuel,,,[ˈfjuːəl]
0,,,polluted,,,[pəˈluːtɪd]
0,,,bored,,,[bɔːd]
0,,,castle,,,[ˈkɑːsl]
0,,,vast,,,[vɑːst]
0,,,vase,,,[vɑːz]
0,,,base,,,[beɪs]
0,,,timetable,,,[ˈtaɪmteɪbl]
0,,,toe,,,[təʊ]
0,,,dime,,,[daɪm]
0,,,dim,,,[dɪm]
0,,,trainer,,,[ˈtreɪnə(r)]
0,,,rail,,,[reɪl]
0,,,rainfall,,,[ˈreɪnfɔːl]
0,,,seed,,,[siːd]
0,,,peel,,,[piːl]
0,,,freestyle,,,[ˈfriːstaɪl]
0,,,reef,,,[riːf]
0,,,freezing,,,[ˈfriːzɪŋ]
0,,,plaster,,,[ˈplɑːstə(r)]
0,,,paste,,,[peɪst]
0,,,printer,,,[ˈprɪntə(r)]
0,,,prince,,,[prɪns]
0,,,province,,,[ˈprɒvɪns]
0,,,folk,,,[fəʊk]
